id,word_1_en,word_2_en,word_3_en,word_1_ja,word_2_ja,word_3_ja,word_class,word_structure_A,word_structure_B,word_alt_en,word_alt_ja,word_IPA,img_URL,word_description,ENG_1,ENG_2,ENG_3,JPN_1,JPN_2,JPN_3,remind_frag,quiz_level
1356,pollen,collect pollen,Bees collect pollen from flowers.,花粉,花粉を集める,ミツバチは花から花粉を集めます。,名詞,pollen (花粉),「花粉」→ 花粉,pollinate,受粉する,/ˈpɑ·lən/,public\images\pollen.webp,植物の生殖に関わる細粒。,public\audio\ENG\1\pollen.mp3,public\audio\ENG\2\pollen.mp3,public\audio\ENG\3\pollen.mp3,public\audio\JPN\1\pollen.mp3,public\audio\JPN\2\pollen.mp3,public\audio\JPN\3\pollen.mp3,FALSE,1
1357,hive,build a hive,The bees started to build a new hive.,ハチの巣,巣箱を建てる,ミツバチたちは新しい巣を作り始めました。,名詞,hive (ハチの巣),「ハチの巣」→ ハチの巣,hiving,ハチの巣を作る,/haɪv/,public\images\hive.webp,ハチが蜜を貯めるために作る巣。,public\audio\ENG\1\hive.mp3,public\audio\ENG\2\hive.mp3,public\audio\ENG\3\hive.mp3,public\audio\JPN\1\hive.mp3,public\audio\JPN\2\hive.mp3,public\audio\JPN\3\hive.mp3,FALSE,1
1358,irrigation,install irrigation,The farmer installed a new irrigation system.,灌漑,灌漑を設置する,農家は新しい灌漑システムを設置しました。,名詞,irrig- (水をやる) + -ation (名詞化),「水を与えること」→ 灌漑,irrigate,灌漑する,/ˌɪr·ɪˈɡeɪ·ʃən/,public\images\irrigation.webp,農地に水を供給するためのシステム。,public\audio\ENG\1\irrigation.mp3,public\audio\ENG\2\irrigation.mp3,public\audio\ENG\3\irrigation.mp3,public\audio\JPN\1\irrigation.mp3,public\audio\JPN\2\irrigation.mp3,public\audio\JPN\3\irrigation.mp3,FALSE,1
1359,dose,administer a dose,The patient was administered a dose of the medicine.,用量,用量を投与する,患者にはある用量の薬が投与された。,名詞,dose (用量),「与える量」→ 用量,dosage,投薬量,/doʊs/,public\images\dose.webp,薬などが効果を発揮するために必要な量。,public\audio\ENG\1\dose.mp3,public\audio\ENG\2\dose.mp3,public\audio\ENG\3\dose.mp3,public\audio\JPN\1\dose.mp3,public\audio\JPN\2\dose.mp3,public\audio\JPN\3\dose.mp3,FALSE,1
1360,suicide,prevent suicide,Awareness campaigns aim to prevent suicide.,自殺,自殺を防ぐ,意識向上キャンペーンは自殺を防ぐことを目的としています。,名詞,sui- (自分) + cide (殺す),「自分を殺す」→ 自殺,suicidal,自殺の,/ˈsu·əˌsaɪd/,public\images\suicide.webp,自ら命を絶つ行為。,public\audio\ENG\1\suicide.mp3,public\audio\ENG\2\suicide.mp3,public\audio\ENG\3\suicide.mp3,public\audio\JPN\1\suicide.mp3,public\audio\JPN\2\suicide.mp3,public\audio\JPN\3\suicide.mp3,FALSE,1
1361,feast,enjoy a feast,The royal feast was an extravagant event.,宴会,ごちそうを楽しむ,王室の祝宴は豪華な行事でした。,名詞,feast (宴会),「宴会」→ 宴会,feasting,宴会を楽しむこと,/fiːst/,public\images\feast.webp,多くの食事が用意される、特別な集まり。,public\audio\ENG\1\feast.mp3,public\audio\ENG\2\feast.mp3,public\audio\ENG\3\feast.mp3,public\audio\JPN\1\feast.mp3,public\audio\JPN\2\feast.mp3,public\audio\JPN\3\feast.mp3,FALSE,1
1362,cuisine,explore cuisine,The restaurant specializes in local cuisine.,料理,料理を探索する,レストランは郷土料理を専門としています。,名詞,cuisine (料理),「料理」→ 料理,culinary,料理の,/kwɪˈziːn/,public\images\cuisine.webp,特定の地域や国の料理スタイル。,public\audio\ENG\1\cuisine.mp3,public\audio\ENG\2\cuisine.mp3,public\audio\ENG\3\cuisine.mp3,public\audio\JPN\1\cuisine.mp3,public\audio\JPN\2\cuisine.mp3,public\audio\JPN\3\cuisine.mp3,FALSE,1
1363,rumor,spread a rumor,A rumor about the celebrity spread quickly.,噂,噂を広める,その有名人に関する噂はすぐに広まりました。,名詞,rumor (噂),「噂」→ 噂,rumormonger,噂を流す人,/ˈruːmər/,public\images\rumor.webp,確認されていない情報が人から人へと広まること。,public\audio\ENG\1\rumor.mp3,public\audio\ENG\2\rumor.mp3,public\audio\ENG\3\rumor.mp3,public\audio\JPN\1\rumor.mp3,public\audio\JPN\2\rumor.mp3,public\audio\JPN\3\rumor.mp3,FALSE,1
1364,proverb,quote a proverb,That proverb holds much truth in life.,ことわざ,ことわざを引用する,そのことわざは人生において多くの真実を含んでいます。,名詞,pro- (前に) + verb (言葉),「前に言われた言葉」→ ことわざ,proverbial,ことわざのような,/ˈprɑ·vɜːrb/,public\images\proverb.webp,一般的な真理や教訓を短く表した言葉。,public\audio\ENG\1\proverb.mp3,public\audio\ENG\2\proverb.mp3,public\audio\ENG\3\proverb.mp3,public\audio\JPN\1\proverb.mp3,public\audio\JPN\2\proverb.mp3,public\audio\JPN\3\proverb.mp3,FALSE,1
1365,signature,sign with a signature,Her signature is easily recognizable.,署名,署名付きで署名する,彼女の署名は簡単に認識できます。,名詞,sign (印) + -ature (名詞化),「印を付ける」→ 署名,signatory,署名者,/ˈsɪɡ·nə·tʃər/,public\images\signature.webp,自分の名前を手書きで記すこと。,public\audio\ENG\1\signature.mp3,public\audio\ENG\2\signature.mp3,public\audio\ENG\3\signature.mp3,public\audio\JPN\1\signature.mp3,public\audio\JPN\2\signature.mp3,public\audio\JPN\3\signature.mp3,FALSE,1
1366,formula,apply the formula,The formula was applied to solve the problem.,公式,式を適用する,この公式は問題を解決するために適用されました。,名詞,form (形) + -ula (小さいもの),「形の定まったもの」→ 公式,formulation,公式化,/ˈfɔːr·mjə·lə/,public\images\formula.webp,特定の問題を解決するための定められた方法。,public\audio\ENG\1\formula.mp3,public\audio\ENG\2\formula.mp3,public\audio\ENG\3\formula.mp3,public\audio\JPN\1\formula.mp3,public\audio\JPN\2\formula.mp3,public\audio\JPN\3\formula.mp3,FALSE,1
1367,tuition,pay tuition,Tuition fees have increased this year.,授業料,授業料を支払う,今年から授業料が値上がりしました。,名詞,tuit- (守る) + -ion (名詞化),「守るための授業」→ 授業料,tutorial,個別指導,/tuˈɪʃən/,public\images\tuition.webp,教育を受けるために支払う費用。,public\audio\ENG\1\tuition.mp3,public\audio\ENG\2\tuition.mp3,public\audio\ENG\3\tuition.mp3,public\audio\JPN\1\tuition.mp3,public\audio\JPN\2\tuition.mp3,public\audio\JPN\3\tuition.mp3,FALSE,1
1368,intake,reduce intake,It's important to reduce sugar intake.,摂取,摂取量を減らす,砂糖の摂取量を減らすことが重要です。,名詞,in- (中に) + take (取る),「中に取り入れる」→ 摂取,intake valve,吸気バルブ,/ˈɪnt·eɪk/,public\images\intake.webp,食べ物や飲み物などを体内に取り込むこと。,public\audio\ENG\1\intake.mp3,public\audio\ENG\2\intake.mp3,public\audio\ENG\3\intake.mp3,public\audio\JPN\1\intake.mp3,public\audio\JPN\2\intake.mp3,public\audio\JPN\3\intake.mp3,FALSE,1
1369,spectrum,cover the spectrum,The study covers a wide spectrum of topics.,スペクトル,スペクトルをカバーする,この研究は幅広いトピックをカバーしています。,名詞,spect- (見る) + -rum (名詞化),「見る範囲」→ スペクトル,spectrometer,分光計,/ˈspɛk·trəm/,public\images\spectrum.webp,何かが展開される一連の異なる状態や種類。,public\audio\ENG\1\spectrum.mp3,public\audio\ENG\2\spectrum.mp3,public\audio\ENG\3\spectrum.mp3,public\audio\JPN\1\spectrum.mp3,public\audio\JPN\2\spectrum.mp3,public\audio\JPN\3\spectrum.mp3,FALSE,1
1370,kidney,donate a kidney,A kidney transplant can save lives.,腎臓,腎臓を提供する,腎臓移植は命を救うことができます。,名詞,kidney (腎臓),「腎臓」→ 腎臓,kidney stone,腎臓結石,/ˈkɪd·ni/,public\images\kidney.webp,体内の不要な物質をろ過し、尿を生成する器官。,public\audio\ENG\1\kidney.mp3,public\audio\ENG\2\kidney.mp3,public\audio\ENG\3\kidney.mp3,public\audio\JPN\1\kidney.mp3,public\audio\JPN\2\kidney.mp3,public\audio\JPN\3\kidney.mp3,FALSE,1
1371,gear,shift gears,"After the steep climb, it was time to shift gears.",歯車,ギアを変える,急な登りが終わり、ギアを変える時が来ました。,名詞,gear (歯車),「歯車」→ 歯車,gearbox,ギアボックス,/ɡɪr/,public\images\gear.webp,機械の部分を動かすための装置。または、特定の活動のための装備。,public\audio\ENG\1\gear.mp3,public\audio\ENG\2\gear.mp3,public\audio\ENG\3\gear.mp3,public\audio\JPN\1\gear.mp3,public\audio\JPN\2\gear.mp3,public\audio\JPN\3\gear.mp3,FALSE,1
1372,aisle,walk down the aisle,She walked down the aisle with grace.,通路,通路を歩く,彼女は優雅に通路を歩いた。,名詞,aisle (通路),「通路」→ 通路,aisled,通路のある,/aɪl/,public\images\aisle.webp,席や棚の列の間を歩くための狭い通路。,public\audio\ENG\1\aisle.mp3,public\audio\ENG\2\aisle.mp3,public\audio\ENG\3\aisle.mp3,public\audio\JPN\1\aisle.mp3,public\audio\JPN\2\aisle.mp3,public\audio\JPN\3\aisle.mp3,FALSE,1
1373,grief,express grief,He couldn't hide his grief at the funeral.,悲しみ,悲しみを表現する,彼は葬儀の際に悲しみを隠せなかった。,名詞,grief (悲しみ),「悲しみ」→ 悲しみ,grieving,悲しんでいる,/ɡriːf/,public\images\grief.webp,大きな損失や不幸に対する深い悲哀。,public\audio\ENG\1\grief.mp3,public\audio\ENG\2\grief.mp3,public\audio\ENG\3\grief.mp3,public\audio\JPN\1\grief.mp3,public\audio\JPN\2\grief.mp3,public\audio\JPN\3\grief.mp3,FALSE,1
1374,destiny,fulfill one's destiny,She believes it's her destiny to help others.,運命,自分の運命を全うする,彼女は他の人を助けることが自分の運命だと信じています。,名詞,dest- (定める) + -iny (名詞化),「定められたもの」→ 運命,destination,目的地,/ˈdɛs·tə·ni/,public\images\destiny.webp,未来の出来事が予定されているとされる考え。,public\audio\ENG\1\destiny.mp3,public\audio\ENG\2\destiny.mp3,public\audio\ENG\3\destiny.mp3,public\audio\JPN\1\destiny.mp3,public\audio\JPN\2\destiny.mp3,public\audio\JPN\3\destiny.mp3,FALSE,1
1375,skull,human skull,The museum displayed an ancient human skull.,頭蓋骨,人間の頭蓋骨,博物館には古代の人間の頭蓋骨が展示されていました。,名詞,skull (頭蓋骨),「頭蓋骨」→ 頭蓋骨,skullduggery,詐欺、悪事,/skʌl/,public\images\skull.webp,頭部を形成し、脳を保護する骨。,public\audio\ENG\1\skull.mp3,public\audio\ENG\2\skull.mp3,public\audio\ENG\3\skull.mp3,public\audio\JPN\1\skull.mp3,public\audio\JPN\2\skull.mp3,public\audio\JPN\3\skull.mp3,FALSE,1
1376,tomb,ancient tomb,They discovered a tomb from the 14th century.,墓,古墳,彼らは14世紀の墓を発見した。,名詞,tomb (墓),「墓」→ 墓,tombstone,墓石,/tuːm/,public\images\tomb.webp,故人を埋葬する場所。,public\audio\ENG\1\tomb.mp3,public\audio\ENG\2\tomb.mp3,public\audio\ENG\3\tomb.mp3,public\audio\JPN\1\tomb.mp3,public\audio\JPN\2\tomb.mp3,public\audio\JPN\3\tomb.mp3,FALSE,1
1377,monk,Buddhist monk,The monk shared his wisdom with the villagers.,僧,僧侶,僧侶は自分の知恵を村人たちに伝えました。,名詞,monk (僧侶),「僧侶」→ 僧侶,monastic,修道院の、禁欲的な,/mʌŋk/,public\images\monk.webp,宗教的な生活を送る男性。,public\audio\ENG\1\monk.mp3,public\audio\ENG\2\monk.mp3,public\audio\ENG\3\monk.mp3,public\audio\JPN\1\monk.mp3,public\audio\JPN\2\monk.mp3,public\audio\JPN\3\monk.mp3,FALSE,1
1378,worship,worship the divine,People around the world worship the divine in many forms.,崇拝,神を崇拝する,世界中の人々はさまざまな形で神を崇拝しています。,動詞,wor- (価値) + ship (状態),「価値を与える」→ 崇拝,worshiper,崇拝者,/ˈwɜːr·ʃɪp/,public\images\worship.webp,神や聖なるものへの敬愛と尊敬。,public\audio\ENG\1\worship.mp3,public\audio\ENG\2\worship.mp3,public\audio\ENG\3\worship.mp3,public\audio\JPN\1\worship.mp3,public\audio\JPN\2\worship.mp3,public\audio\JPN\3\worship.mp3,FALSE,1
1379,outstanding,outstanding performance,Her outstanding performance earned her a standing ovation.,傑出した,傑出したパフォーマンス,彼女の傑出したパフォーマンスはスタンディングオベーションを獲得しました。,形容詞,out- (外に) + standing (立つ),「外に立つ」→ 傑出した,standout,目立つ人,/ˌaʊtˈstæn·dɪŋ/,public\images\outstanding.webp,非常に優れている、または未解決の。,public\audio\ENG\1\outstanding.mp3,public\audio\ENG\2\outstanding.mp3,public\audio\ENG\3\outstanding.mp3,public\audio\JPN\1\outstanding.mp3,public\audio\JPN\2\outstanding.mp3,public\audio\JPN\3\outstanding.mp3,FALSE,1
1380,unprecedented,unprecedented event,The pandemic was an unprecedented event in modern times.,前例のない,前例のない出来事,パンデミックは現代において前例のない出来事でした。,形容詞,un- (否定) + precedented (先例のある),「先例のない」→ 前例のない,precedent,前例,/ˌʌn·prɪˈsɛd·ən·tɪd/,public\images\unprecedented.webp,以前に例がないこと。,public\audio\ENG\1\unprecedented.mp3,public\audio\ENG\2\unprecedented.mp3,public\audio\ENG\3\unprecedented.mp3,public\audio\JPN\1\unprecedented.mp3,public\audio\JPN\2\unprecedented.mp3,public\audio\JPN\3\unprecedented.mp3,FALSE,1
1381,infinite,infinite possibilities,The universe is full of infinite possibilities.,無限の,無限の可能性,宇宙は無限の可能性に満ちています。,形容詞,in- (否定) + finite (有限の),「無限」→ 無限の,infinity,無限,/ˈɪn·fəˌnɪt/,public\images\infinite.webp,限界や終わりがない状態。,public\audio\ENG\1\infinite.mp3,public\audio\ENG\2\infinite.mp3,public\audio\ENG\3\infinite.mp3,public\audio\JPN\1\infinite.mp3,public\audio\JPN\2\infinite.mp3,public\audio\JPN\3\infinite.mp3,FALSE,1
1382,worthwhile,worthwhile effort,Making a difference is a worthwhile effort.,価値のある,価値のある努力,変化を起こすことは価値のある努力です。,形容詞,worth (価値) + while (時間),「価値のある時間」→ 価値のある,worthy,価値のある,/ˈwɜr·θˌwaɪl/,public\images\worthwhile.webp,努力や時間を費やす価値があること。,public\audio\ENG\1\worthwhile.mp3,public\audio\ENG\2\worthwhile.mp3,public\audio\ENG\3\worthwhile.mp3,public\audio\JPN\1\worthwhile.mp3,public\audio\JPN\2\worthwhile.mp3,public\audio\JPN\3\worthwhile.mp3,FALSE,1
1383,indispensable,indispensable tool,Water is an indispensable tool for life.,不可欠な,欠かせないツール,水は生活に欠かせないものです。,形容詞,in- (否定) + dispensable (不要な),「不要ではない」→ 不可欠な,dispense,分配する,/ˌɪn·dɪˈspɛn·sə·bl̩/,public\images\indispensable.webp,絶対に必要で、代替がきかないこと。,public\audio\ENG\1\indispensable.mp3,public\audio\ENG\2\indispensable.mp3,public\audio\ENG\3\indispensable.mp3,public\audio\JPN\1\indispensable.mp3,public\audio\JPN\2\indispensable.mp3,public\audio\JPN\3\indispensable.mp3,FALSE,1
1384,compulsory,compulsory education,Compulsory education is required in many countries.,強制的な,義務教育,多くの国で義務教育が義務付けられています。,形容詞,com- (共に) + puls (押す) + -ory (形容詞化),「強制的に押す」→ 強制的な,compulsion,強制,/kəmˈpʌl·səˌri/,public\images\compulsory.webp,法律や規則によって必須とされること。,public\audio\ENG\1\compulsory.mp3,public\audio\ENG\2\compulsory.mp3,public\audio\ENG\3\compulsory.mp3,public\audio\JPN\1\compulsory.mp3,public\audio\JPN\2\compulsory.mp3,public\audio\JPN\3\compulsory.mp3,FALSE,1
1385,probable,probable outcome,The probable outcome of the game seems favorable.,起こりそうな,予想される結果,おそらくゲームの結果は好ましいものと思われる。,形容詞,prob- (証明する) + -able (形容詞化),「証明される」→ 起こりそうな,probability,確率,/ˈprɑ·bə·bl̩/,public\images\probable.webp,発生する可能性が高いこと。,public\audio\ENG\1\probable.mp3,public\audio\ENG\2\probable.mp3,public\audio\ENG\3\probable.mp3,public\audio\JPN\1\probable.mp3,public\audio\JPN\2\probable.mp3,public\audio\JPN\3\probable.mp3,FALSE,1
1386,ambiguous,ambiguous statement,His statement was ambiguous and confusing.,曖昧な,曖昧な発言,彼の発言は曖昧で混乱を招きました。,形容詞,ambi- (両側の) + guous (動く),「両側に動く」→ 曖昧な,ambiguity,曖昧さ,/æmˈbɪɡ·ju·əs/,public\images\ambiguous.webp,一つ以上の解釈が可能で、明確でないこと。,public\audio\ENG\1\ambiguous.mp3,public\audio\ENG\2\ambiguous.mp3,public\audio\ENG\3\ambiguous.mp3,public\audio\JPN\1\ambiguous.mp3,public\audio\JPN\2\ambiguous.mp3,public\audio\JPN\3\ambiguous.mp3,FALSE,1
1387,obscure,obscure reference,She made an obscure reference to a 70s movie.,不明瞭な,あいまいな参照,彼女は70年代の映画についてあいまいな言及をした。,形容詞,ob- (覆う) + scure (隠す),「隠れている」→ 不明瞭な,obscurity,不明瞭さ,/əbˈskjʊr/,public\images\obscure.webp,理解しにくい、またはあまり知られていない。,public\audio\ENG\1\obscure.mp3,public\audio\ENG\2\obscure.mp3,public\audio\ENG\3\obscure.mp3,public\audio\JPN\1\obscure.mp3,public\audio\JPN\2\obscure.mp3,public\audio\JPN\3\obscure.mp3,FALSE,1
1388,skeptical,remain skeptical,Many were skeptical of the new theory.,懐疑的な,懐疑的なまま,多くの人がこの新しい理論に懐疑的でした。,形容詞,skept- (疑う) + -ical (形容詞化),「疑う」→ 懐疑的な,skepticism,懐疑論,/ˈskɛp·tɪ·kəl/,public\images\skeptical.webp,疑い深い、信じるのが難しい態度。,public\audio\ENG\1\skeptical.mp3,public\audio\ENG\2\skeptical.mp3,public\audio\ENG\3\skeptical.mp3,public\audio\JPN\1\skeptical.mp3,public\audio\JPN\2\skeptical.mp3,public\audio\JPN\3\skeptical.mp3,FALSE,1
1389,fragile,fragile item,Handle with care; the vase is a fragile item.,壊れやすい,壊れやすいもの,取り扱いには注意してください。花瓶は壊れやすいものです。,形容詞,frag- (壊れる) + -ile (形容詞化),「壊れやすい」→ 壊れやすい,fragmentation,断片化,/ˈfrædʒ·əl/,public\images\fragile.webp,物理的にも感情的にも破損しやすい。,public\audio\ENG\1\fragile.mp3,public\audio\ENG\2\fragile.mp3,public\audio\ENG\3\fragile.mp3,public\audio\JPN\1\fragile.mp3,public\audio\JPN\2\fragile.mp3,public\audio\JPN\3\fragile.mp3,FALSE,1
1390,static,static charge,The static charge made her hair stand on end.,静的な,静電気,静電気のせいで彼女の髪は逆立った。,形容詞,stat- (立つ) + -ic (形容詞化),「立ったまま」→ 静的な,stasis,停滞,/ˈstæt·ɪk/,public\images\static.webp,動かない、変化しない状態。,public\audio\ENG\1\static.mp3,public\audio\ENG\2\static.mp3,public\audio\ENG\3\static.mp3,public\audio\JPN\1\static.mp3,public\audio\JPN\2\static.mp3,public\audio\JPN\3\static.mp3,FALSE,1
1391,gradual,gradual improvement,We noticed a gradual improvement in his health.,徐々の,徐々に改善,私たちは彼の健康状態が徐々に改善していることに気づきました。,形容詞,grad- (段階) + -ual (形容詞化),「段階的な」→ 徐々の,graduation,卒業、段階,/ˈɡrædʒ·u·əl/,public\images\gradual.webp,段階的に起こる、徐々に進む。,public\audio\ENG\1\gradual.mp3,public\audio\ENG\2\gradual.mp3,public\audio\ENG\3\gradual.mp3,public\audio\JPN\1\gradual.mp3,public\audio\JPN\2\gradual.mp3,public\audio\JPN\3\gradual.mp3,FALSE,1
1392,vocal,vocal opponent,He was a vocal opponent of the new policy.,声の,声の敵,彼はその新しい政策に声高に反対した。,形容詞,voc- (声) + -al (形容詞化),「声の」→ 声の,vocalist,歌手,/ˈvoʊ·kəl/,public\images\vocal.webp,声に関する、または声で表現される。,public\audio\ENG\1\vocal.mp3,public\audio\ENG\2\vocal.mp3,public\audio\ENG\3\vocal.mp3,public\audio\JPN\1\vocal.mp3,public\audio\JPN\2\vocal.mp3,public\audio\JPN\3\vocal.mp3,FALSE,1
1393,vivid,vivid imagination,Her vivid imagination inspired her writing.,生き生きとした,鮮やかな想像力,彼女の鮮やかな想像力が彼女の執筆にインスピレーションを与えました。,形容詞,viv- (生きる) + -id (形容詞化),「生き生きとした」→ 生き生きとした,vivacity,活気,/ˈvɪv·ɪd/,public\images\vivid.webp,明るく鮮やかで、詳細がはっきりしている。,public\audio\ENG\1\vivid.mp3,public\audio\ENG\2\vivid.mp3,public\audio\ENG\3\vivid.mp3,public\audio\JPN\1\vivid.mp3,public\audio\JPN\2\vivid.mp3,public\audio\JPN\3\vivid.mp3,FALSE,1
1394,imperial,imperial palace,The tour of the imperial palace was fascinating.,帝国の,皇居,皇居の見学はとても面白かったです。,形容詞,imper- (支配する) + -ial (形容詞化),「支配する」→ 帝国の,empire,帝国,/ɪmˈpɪə·ri·əl/,public\images\imperial.webp,帝国に関連する、または皇帝の。,public\audio\ENG\1\imperial.mp3,public\audio\ENG\2\imperial.mp3,public\audio\ENG\3\imperial.mp3,public\audio\JPN\1\imperial.mp3,public\audio\JPN\2\imperial.mp3,public\audio\JPN\3\imperial.mp3,FALSE,1
1395,hostile,hostile environment,The soldiers trained for a hostile environment.,敵対的な,敵対的な環境,兵士たちは敵対的な環境に備えて訓練を受けた。,形容詞,host- (敵) + -ile (形容詞化),「敵対する」→ 敵対的な,hostility,敵意,/ˈhɑs·tl̩/,public\images\hostile.webp,敵意を持っている、反抗的な。,public\audio\ENG\1\hostile.mp3,public\audio\ENG\2\hostile.mp3,public\audio\ENG\3\hostile.mp3,public\audio\JPN\1\hostile.mp3,public\audio\JPN\2\hostile.mp3,public\audio\JPN\3\hostile.mp3,FALSE,1
1396,superficial,superficial wound,The cut was only a superficial wound.,表面的な,表面的な傷,切り傷は表面的な傷にすぎなかった。,形容詞,super- (上) + ficial (表面),「表面の」→ 表面的な,superficiality,表面的なこと,/ˌsu·pərˈfɪʃ·əl/,public\images\superficial.webp,深く考えられていない、深みのない。,public\audio\ENG\1\superficial.mp3,public\audio\ENG\2\superficial.mp3,public\audio\ENG\3\superficial.mp3,public\audio\JPN\1\superficial.mp3,public\audio\JPN\2\superficial.mp3,public\audio\JPN\3\superficial.mp3,FALSE,1
1397,scarce,scarce resources,"During the drought, water was a scarce resource.",希少な,希少な資源,干ばつの間、水は希少資源でした。,形容詞,scarce (希少な),「少ない」→ 希少な,scarcity,希少性,/skɛrs/,public\images\scarce.webp,十分に利用できない、不足している。,public\audio\ENG\1\scarce.mp3,public\audio\ENG\2\scarce.mp3,public\audio\ENG\3\scarce.mp3,public\audio\JPN\1\scarce.mp3,public\audio\JPN\2\scarce.mp3,public\audio\JPN\3\scarce.mp3,FALSE,1
1398,gross,gross misconduct,The company fired him for gross misconduct.,総計の,重大な違法行為,会社は重大な不正行為を理由に彼を解雇した。,形容詞,gross (全体),「総計の」→ 総計の,grossing,総収入,/ɡroʊs/,public\images\gross.webp,全体としての、細かい詳細を除いた。,public\audio\ENG\1\gross.mp3,public\audio\ENG\2\gross.mp3,public\audio\ENG\3\gross.mp3,public\audio\JPN\1\gross.mp3,public\audio\JPN\2\gross.mp3,public\audio\JPN\3\gross.mp3,FALSE,1
1399,inherent,inherent risk,Investing always involves some inherent risk.,固有の,固有のリスク,投資には常に何らかのリスクが伴います。,形容詞,in- (中に) + her (つかむ) + -ent (形容詞化),「中にある」→ 固有の,inheritance,遺産、継承,/ɪnˈhɪr·ənt/,public\images\inherent.webp,本質的に備わっている、生まれつきの。,public\audio\ENG\1\inherent.mp3,public\audio\ENG\2\inherent.mp3,public\audio\ENG\3\inherent.mp3,public\audio\JPN\1\inherent.mp3,public\audio\JPN\2\inherent.mp3,public\audio\JPN\3\inherent.mp3,FALSE,1
1400,notable,notable achievement,Winning the award was a notable achievement.,注目すべき,注目すべき功績,この賞の受賞は注目に値する成果でした。,形容詞,not- (知る) + -able (形容詞化),「知られている」→ 注目すべき,notation,注釈,/ˈnoʊ·t̬ə·bl̩/,public\images\notable.webp,重要であり、注意に値する。,public\audio\ENG\1\notable.mp3,public\audio\ENG\2\notable.mp3,public\audio\ENG\3\notable.mp3,public\audio\JPN\1\notable.mp3,public\audio\JPN\2\notable.mp3,public\audio\JPN\3\notable.mp3,FALSE,1
1401,update,software update,Remember to install the latest software update.,更新,ソフトウェアアップデート,最新のソフトウェア アップデートを忘れずにインストールしてください。,動詞,up- (上に) + date (日付),「日付を上げる」→ 更新,outdated,時代遅れの,/ˌʌpˈdeɪt/,public\images\update.webp,最新の情報にすること。,public\audio\ENG\1\update.mp3,public\audio\ENG\2\update.mp3,public\audio\ENG\3\update.mp3,public\audio\JPN\1\update.mp3,public\audio\JPN\2\update.mp3,public\audio\JPN\3\update.mp3,FALSE,1
1402,refresh,refresh oneself,I refreshed myself with a glass of orange juice after I jogged.,元気が回復する,自分を回復させる,ジョギング後はオレンジジュースを飲んでリフレッシュしました。,動詞,re- (再び) + fresh (新しい),「新たにする」→ 元気を回復する,refreshing,爽快な,/rɪˈfrɛʃ/,public\images\refresh.webp,新鮮にするか、元気を回復させること。,public\audio\ENG\1\refresh.mp3,public\audio\ENG\2\refresh.mp3,public\audio\ENG\3\refresh.mp3,public\audio\JPN\1\refresh.mp3,public\audio\JPN\2\refresh.mp3,public\audio\JPN\3\refresh.mp3,FALSE,1
1403,bloom,flowers bloom,"In spring, the flowers bloom beautifully.",咲く,花が咲く,春には花が美しく咲きます。,動詞,bloom (咲く),「咲く」→ 咲く,blooming,開花すること,/bluːm/,public\images\bloom.webp,花が開くこと。または、繁栄すること。,public\audio\ENG\1\bloom.mp3,public\audio\ENG\2\bloom.mp3,public\audio\ENG\3\bloom.mp3,public\audio\JPN\1\bloom.mp3,public\audio\JPN\2\bloom.mp3,public\audio\JPN\3\bloom.mp3,FALSE,1
1404,conquer,conquer the mountain,"One day, I will conquer the mountain.",征服する,山を征服する,いつか私はその山を征服するでしょう。,動詞,con- (共に) + quer (求める),「共に求める」→ 征服する,conquest,征服,/ˈkɒŋkər/,public\images\conquer.webp,抵抗を克服して支配すること。,public\audio\ENG\1\conquer.mp3,public\audio\ENG\2\conquer.mp3,public\audio\ENG\3\conquer.mp3,public\audio\JPN\1\conquer.mp3,public\audio\JPN\2\conquer.mp3,public\audio\JPN\3\conquer.mp3,FALSE,1
1405,induce,induce sleep,This tea is known to induce sleep.,誘発する,睡眠を誘発する,このお茶は睡眠を誘発することで知られています。,動詞,in- (中に) + duc (導く),「内に導く」→ 誘発する,induction,誘導,/ɪnˈdjuːs/,public\images\induce.webp,何かが起こるように促すこと。,public\audio\ENG\1\induce.mp3,public\audio\ENG\2\induce.mp3,public\audio\ENG\3\induce.mp3,public\audio\JPN\1\induce.mp3,public\audio\JPN\2\induce.mp3,public\audio\JPN\3\induce.mp3,FALSE,1
1406,attain,attain enlightenment,The guru claimed he could help people attain enlightenment.,達成する,悟りを得る,その教祖は、人々が悟りに達するのを助けることができると主張した。,動詞,at- (～に) + tain (保つ),「保つ」→ 達成する,attainment,達成,/əˈteɪn/,public\images\attain.webp,目標やレベルに到達すること。,public\audio\ENG\1\attain.mp3,public\audio\ENG\2\attain.mp3,public\audio\ENG\3\attain.mp3,public\audio\JPN\1\attain.mp3,public\audio\JPN\2\attain.mp3,public\audio\JPN\3\attain.mp3,FALSE,1
1407,spray,spray paint,He used spray paint to create the mural.,スプレーする,スプレーペイント,彼はスプレーペイントを使用して壁画を作成しました。,動詞,spray (吹き付ける),「吹き付ける」→ スプレーする,sprayer,噴霧器,/spreɪ/,public\images\spray.webp,液体を細かい霧として散布すること。,public\audio\ENG\1\spray.mp3,public\audio\ENG\2\spray.mp3,public\audio\ENG\3\spray.mp3,public\audio\JPN\1\spray.mp3,public\audio\JPN\2\spray.mp3,public\audio\JPN\3\spray.mp3,FALSE,1
